,color,price,log_price
6261,F,4355,8.379079889286603
6262,I,4355,8.379079889286603
6263,I,4356,8.37930948405285
6264,F,4356,8.37930948405285
6265,H,4357,8.379539026117442
6266,F,4357,8.379539026117442
6267,H,4360,8.38022733634308
6268,F,4360,8.38022733634308
6269,D,4361,8.380456667842767
6270,D,4361,8.380456667842767
6271,D,4362,8.380685946761574
6272,I,4362,8.380685946761574
6273,F,4362,8.380685946761574
6274,F,4362,8.380685946761574
6275,D,4362,8.380685946761574
6276,E,4362,8.380685946761574
6277,D,4363,8.38091517312361
6278,E,4363,8.38091517312361
6279,F,4363,8.38091517312361
6280,E,4363,8.38091517312361
6281,F,4363,8.38091517312361
6282,F,4363,8.38091517312361
6283,F,4364,8.381144346952961
6284,E,4365,8.381373468273702
6285,D,4365,8.381373468273702
6286,F,4366,8.38160253710989
6287,F,4366,8.38160253710989
6288,E,4366,8.38160253710989
6289,I,4368,8.38206051742474
6290,I,4368,8.38206051742474
6291,I,4368,8.38206051742474
6292,H,4368,8.38206051742474
6293,H,4368,8.38206051742474
6294,H,4368,8.38206051742474
6295,F,4368,8.38206051742474
6296,I,4368,8.38206051742474
6297,I,4368,8.38206051742474
6298,H,4368,8.38206051742474
6299,H,4368,8.38206051742474
6300,H,4368,8.38206051742474
6301,H,4368,8.38206051742474
6302,H,4368,8.38206051742474
6303,H,4368,8.38206051742474
6304,H,4368,8.38206051742474
6305,H,4368,8.38206051742474
6306,F,4368,8.38206051742474
6307,H,4369,8.382289428951436
6308,D,4369,8.382289428951436
6309,H,4369,8.382289428951436
6310,F,4369,8.382289428951436
6311,H,4370,8.382518288089635
6312,F,4370,8.382518288089635
6313,F,4370,8.382518288089635
6314,E,4370,8.382518288089635
6315,E,4371,8.382747094863314
6316,H,4372,8.382975849296429
6317,I,4372,8.382975849296429
6318,F,4372,8.382975849296429
6319,F,4372,8.382975849296429
6320,F,4372,8.382975849296429
6321,F,4372,8.382975849296429
6322,F,4372,8.382975849296429
6323,I,4372,8.382975849296429
6324,F,4372,8.382975849296429
6325,F,4372,8.382975849296429
6326,D,4372,8.382975849296429
6327,F,4373,8.38320455141292
6328,I,4373,8.38320455141292
6329,H,4373,8.38320455141292
6330,F,4373,8.38320455141292
6331,D,4373,8.38320455141292
6332,F,4374,8.383433201236713
6333,E,4374,8.383433201236713
6334,I,4374,8.383433201236713
6335,E,4374,8.383433201236713
6336,H,4374,8.383433201236713
6337,I,4375,8.383661798791715
6338,I,4375,8.383661798791715
6339,F,4375,8.383661798791715
6340,H,4375,8.383661798791715
6341,I,4377,8.384118837190895
6342,D,4377,8.384118837190895
6343,F,4377,8.384118837190895
6344,D,4378,8.384347278082808
6345,I,4378,8.384347278082808
6346,E,4379,8.384575666801398
6347,H,4379,8.384575666801398
6348,F,4379,8.384575666801398
6349,D,4380,8.384804003370492
6350,H,4381,8.385032287813898
6351,D,4381,8.385032287813898
6352,D,4381,8.385032287813898
6353,D,4381,8.385032287813898
6354,D,4381,8.385032287813898
6355,D,4381,8.385032287813898
6356,D,4381,8.385032287813898
6357,D,4381,8.385032287813898
6358,D,4381,8.385032287813898
6359,D,4381,8.385032287813898
6360,D,4381,8.385032287813898
6361,H,4381,8.385032287813898
6362,D,4381,8.385032287813898
6363,D,4381,8.385032287813898
6364,D,4381,8.385032287813898
6365,D,4381,8.385032287813898
6366,D,4381,8.385032287813898
6367,E,4382,8.385260520155413
6368,H,4382,8.385260520155413
6369,D,4382,8.385260520155413
6370,E,4382,8.385260520155413
6371,F,4383,8.38548870041881
6372,H,4383,8.38548870041881
6373,F,4383,8.38548870041881
6374,F,4384,8.385716828627851
6375,H,4384,8.385716828627851
6376,H,4384,8.385716828627851
6377,E,4385,8.385944904806284
6378,E,4385,8.385944904806284
6379,E,4385,8.385944904806284
6380,I,4385,8.385944904806284
6381,E,4385,8.385944904806284
6382,E,4385,8.385944904806284
6383,H,4386,8.386172928977834
6384,F,4386,8.386172928977834
6385,I,4387,8.386400901166214
6386,H,4387,8.386400901166214
6387,D,4388,8.38662882139512
6388,H,4389,8.386856689688234
6389,H,4389,8.386856689688234
6390,H,4389,8.386856689688234
6391,H,4389,8.386856689688234
6392,H,4389,8.386856689688234
6393,H,4389,8.386856689688234
6394,D,4389,8.386856689688234
6395,H,4390,8.387084506069217
6396,F,4390,8.387084506069217
6397,E,4390,8.387084506069217
6398,I,4390,8.387084506069217
6399,E,4390,8.387084506069217
6400,E,4390,8.387084506069217
6401,F,4391,8.387312270561717
6402,I,4391,8.387312270561717
6403,E,4392,8.387539983189367
6404,E,4392,8.387539983189367
6405,E,4394,8.387995252944556
6406,H,4395,8.388222810119277
6407,H,4395,8.388222810119277
6408,F,4395,8.388222810119277
6409,H,4395,8.388222810119277
6410,F,4397,8.388677769180811
6411,H,4398,8.388905171114706
6412,E,4398,8.388905171114706
6413,E,4398,8.388905171114706
6414,E,4398,8.388905171114706
6415,E,4398,8.388905171114706
6416,E,4398,8.388905171114706
6417,E,4398,8.388905171114706
6418,E,4398,8.388905171114706
6419,E,4398,8.388905171114706
6420,D,4398,8.388905171114706
6421,F,4398,8.388905171114706
6422,F,4398,8.388905171114706
6423,D,4398,8.388905171114706
6424,H,4398,8.388905171114706
6425,F,4399,8.389132521348719
6426,E,4399,8.389132521348719
6427,E,4399,8.389132521348719
6428,E,4399,8.389132521348719
6429,E,4399,8.389132521348719
6430,E,4399,8.389132521348719
6431,F,4399,8.389132521348719
6432,F,4400,8.389359819906353
6433,E,4400,8.389359819906353
6434,F,583,6.368187186350492
6435,F,583,6.368187186350492
6436,F,583,6.368187186350492
6437,F,583,6.368187186350492
6438,F,583,6.368187186350492
6439,F,583,6.368187186350492
6440,F,583,6.368187186350492
6441,F,583,6.368187186350492
6442,F,583,6.368187186350492
6443,F,583,6.368187186350492
6444,F,583,6.368187186350492
6445,F,583,6.368187186350492
6446,F,583,6.368187186350492
6447,F,583,6.368187186350492
6448,F,583,6.368187186350492
6449,F,583,6.368187186350492
6450,F,583,6.368187186350492
6451,F,583,6.368187186350492
6452,E,584,6.369900982828227
6453,E,584,6.369900982828227
6454,E,584,6.369900982828227
6455,F,584,6.369900982828227
6456,D,584,6.369900982828227
6457,H,584,6.369900982828227
6458,H,584,6.369900982828227
6459,H,584,6.369900982828227
6460,I,584,6.369900982828227
6461,D,584,6.369900982828227
6462,E,585,6.371611847231857
6463,F,4401,8.38958706681109
6464,H,4401,8.38958706681109
6465,I,4401,8.38958706681109
6466,H,4402,8.389814262086407
6467,F,4403,8.390041405755754
6468,H,4403,8.390041405755754
6469,F,4403,8.390041405755754
6470,H,4404,8.390268497842571
6471,F,4404,8.390268497842571
6472,E,4404,8.390268497842571
6473,E,4404,8.390268497842571
6474,H,4404,8.390268497842571
6475,H,4404,8.390268497842571
6476,I,4404,8.390268497842571
6477,I,4404,8.390268497842571
6478,I,4405,8.39049553837028
6479,H,4405,8.39049553837028
6480,I,4405,8.39049553837028
6481,E,4406,8.39072252736229
6482,H,4406,8.39072252736229
6483,H,4406,8.39072252736229
6484,D,4406,8.39072252736229
6485,D,4407,8.390949464841986
6486,F,4407,8.390949464841986
6487,F,4407,8.390949464841986
6488,D,4407,8.390949464841986
6489,D,4407,8.390949464841986
6490,H,4409,8.391403185357937
6491,H,4410,8.391629968440892
6492,H,4410,8.391629968440892
6493,F,4412,8.392083380373393
6494,I,4412,8.392083380373393
6495,H,4412,8.392083380373393
6496,F,4412,8.392083380373393
6497,H,4412,8.392083380373393
6498,E,4412,8.392083380373393
6499,H,4412,8.392083380373393
6500,H,4413,8.392310009269547
6501,H,4413,8.392310009269547
6502,I,4413,8.392310009269547
6503,E,4413,8.392310009269547
6504,H,4413,8.392310009269547
6505,E,4414,8.392536586816682
6506,E,4414,8.392536586816682
6507,F,4414,8.392536586816682
6508,H,4414,8.392536586816682
6509,F,4414,8.392536586816682
6510,F,4414,8.392536586816682
6511,F,4414,8.392536586816682
6512,E,4415,8.392763113038061
6513,F,4416,8.392989587956931
6514,F,4416,8.392989587956931
6515,F,4416,8.392989587956931
6516,F,4416,8.392989587956931
6517,F,4416,8.392989587956931
6518,F,4416,8.392989587956931
6519,F,4416,8.392989587956931
6520,F,4416,8.392989587956931
6521,F,4416,8.392989587956931
6522,F,4416,8.392989587956931
6523,F,4416,8.392989587956931
6524,F,4416,8.392989587956931
6525,F,4416,8.392989587956931
6526,H,4416,8.392989587956931
6527,F,4417,8.393216011596527
6528,D,4418,8.393442383980062
6529,H,4418,8.393442383980062
6530,I,4418,8.393442383980062
6531,F,4418,8.393442383980062
6532,E,4419,8.39366870513074
6533,D,4419,8.39366870513074
6534,D,4419,8.39366870513074
6535,E,4419,8.39366870513074
6536,D,4419,8.39366870513074
6537,F,4420,8.393894975071744
6538,H,4422,8.394347361417392
6539,I,4423,8.394573477868327
6540,F,4423,8.394573477868327
6541,I,4423,8.394573477868327
6542,I,4423,8.394573477868327
6543,I,4423,8.394573477868327
6544,F,4425,8.39502555744203
6545,F,4425,8.39502555744203
6546,F,4426,8.395251520610994
6547,E,4426,8.395251520610994
6548,I,4426,8.395251520610994
6549,F,4427,8.395477432732141
6550,F,4427,8.395477432732141
6551,D,4427,8.395477432732141
6552,D,4427,8.395477432732141
6553,D,4427,8.395477432732141
6554,H,4428,8.395703293828527
6555,H,4428,8.395703293828527
6556,I,4428,8.395703293828527
6557,D,4429,8.395929103923198
6558,D,4429,8.395929103923198
6559,E,4429,8.395929103923198
6560,H,4430,8.39615486303918
6561,H,4430,8.39615486303918
6562,I,4430,8.39615486303918
6563,H,4432,8.39660622842712
6564,F,4432,8.39660622842712
6565,H,4432,8.39660622842712
6566,H,4432,8.39660622842712
6567,H,4432,8.39660622842712
6568,H,4432,8.39660622842712
6569,H,4432,8.39660622842712
6570,H,4434,8.397057390176256
6571,I,4434,8.397057390176256
6572,E,4434,8.397057390176256
6573,E,4434,8.397057390176256
6574,E,4434,8.397057390176256
6575,E,4434,8.397057390176256
6576,F,4434,8.397057390176256
6577,E,4434,8.397057390176256
6578,E,4434,8.397057390176256
6579,E,4434,8.397057390176256
6580,H,4435,8.39728289474368
6581,D,4435,8.39728289474368
6582,H,4435,8.39728289474368
6583,E,4435,8.39728289474368
6584,F,4435,8.39728289474368
6585,E,4435,8.39728289474368
6586,I,4435,8.39728289474368
6587,E,4435,8.39728289474368
6588,F,4435,8.39728289474368
6589,E,4435,8.39728289474368
6590,E,4435,8.39728289474368
6591,E,4435,8.39728289474368
6592,F,4436,8.397508348470257
6593,E,4436,8.397508348470257
6594,E,4436,8.397508348470257
6595,F,4437,8.39773375137891
6596,F,4437,8.39773375137891
6597,F,4437,8.39773375137891
6598,I,4438,8.39795910349254
6599,I,4438,8.39795910349254
6600,D,4438,8.39795910349254
6601,H,4439,8.398184404834035
6602,F,4439,8.398184404834035
6603,E,4439,8.398184404834035
6604,D,4439,8.398184404834035
6605,H,4440,8.39840965542627
6606,D,4440,8.39840965542627
6607,E,4440,8.39840965542627
6608,E,4441,8.398634855292102
6609,E,4441,8.398634855292102
6610,F,4441,8.398634855292102
6611,D,4441,8.398634855292102
6612,I,4441,8.398634855292102
6613,D,4441,8.398634855292102
6614,D,4441,8.398634855292102
6615,I,4442,8.398860004454372
6616,H,4442,8.398860004454372
6617,E,4443,8.399085102935908
6618,E,4443,8.399085102935908
6619,D,4443,8.399085102935908
6620,E,4443,8.399085102935908
6621,D,4444,8.39931015075952
6622,E,4444,8.39931015075952
6623,E,4444,8.39931015075952
6624,H,4444,8.39931015075952
6625,E,4445,8.399535147948004
6626,I,4445,8.399535147948004
6627,F,4445,8.399535147948004
6628,F,4446,8.399760094524142
6629,F,4446,8.399760094524142
6630,F,4446,8.399760094524142
6631,D,4447,8.399984990510696
6632,E,4447,8.399984990510696
6633,D,4448,8.400209835930418
6634,I,4449,8.400434630806041
6635,E,4449,8.400434630806041
6636,F,4449,8.400434630806041
6637,F,4449,8.400434630806041
6638,H,4449,8.400434630806041
6639,H,4451,8.400884069015854
6640,I,4451,8.400884069015854
6641,F,4451,8.400884069015854
6642,I,4452,8.401108712395436
6643,I,4452,8.401108712395436
6644,I,4452,8.401108712395436
6645,F,4452,8.401108712395436
6646,F,4452,8.401108712395436
6647,H,4452,8.401108712395436
6648,F,4452,8.401108712395436
6649,F,4452,8.401108712395436
6650,F,4452,8.401108712395436
6651,F,4452,8.401108712395436
6652,F,4452,8.401108712395436
6653,H,4452,8.401108712395436
6654,E,4453,8.401333305321703
6655,F,4454,8.401557847817314
6656,F,4454,8.401557847817314
6657,H,4455,8.40178233990491
6658,H,4455,8.40178233990491
6659,H,4455,8.40178233990491
6660,I,4455,8.40178233990491
6661,H,4455,8.40178233990491
6662,H,4455,8.40178233990491
6663,H,4455,8.40178233990491
6664,H,4455,8.40178233990491
6665,F,4455,8.40178233990491
6666,H,4455,8.40178233990491
6667,I,4455,8.40178233990491
6668,H,4456,8.40200678160712
6669,H,4456,8.40200678160712
6670,H,4456,8.40200678160712
6671,D,4457,8.402231172946555
6672,F,4457,8.402231172946555
6673,I,4457,8.402231172946555
6674,I,4457,8.402231172946555
6675,F,4458,8.402455513945814
6676,F,4458,8.402455513945814
6677,F,4458,8.402455513945814
6678,I,4458,8.402455513945814
6679,H,4458,8.402455513945814
6680,F,4459,8.402679804627477
6681,F,4459,8.402679804627477
6682,F,4459,8.402679804627477
6683,I,4459,8.402679804627477
6684,H,4459,8.402679804627477
6685,D,4459,8.402679804627477
6686,I,4459,8.402679804627477
6687,F,585,6.371611847231857
6688,I,585,6.371611847231857
6689,H,586,6.373319789577012
6690,E,586,6.373319789577012
6691,E,586,6.373319789577012
6692,F,586,6.373319789577012
6693,F,586,6.373319789577012
6694,H,586,6.373319789577012
6695,H,586,6.373319789577012
6696,E,586,6.373319789577012
6697,I,586,6.373319789577012
6698,H,586,6.373319789577012
6699,H,586,6.373319789577012
6700,D,586,6.373319789577012
6701,E,586,6.373319789577012
6702,D,586,6.373319789577012
6703,E,586,6.373319789577012
6704,E,586,6.373319789577012
6705,I,4460,8.40290404501411
6706,H,4461,8.403128235128264
6707,H,4462,8.403352374992478
6708,F,4462,8.403352374992478
6709,E,4462,8.403352374992478
6710,E,4463,8.40357646462927
6711,E,4463,8.40357646462927
6712,E,4463,8.40357646462927
6713,E,4463,8.40357646462927
6714,E,4463,8.40357646462927
6715,H,4463,8.40357646462927
6716,I,4465,8.4040244933106
6717,H,4465,8.4040244933106
6718,E,4465,8.4040244933106
6719,H,4466,8.404248432400102
6720,D,4466,8.404248432400102
6721,D,4466,8.404248432400102
6722,D,4466,8.404248432400102
6723,D,4466,8.404248432400102
6724,D,4466,8.404248432400102
6725,D,4466,8.404248432400102
6726,I,4466,8.404248432400102
6727,F,4466,8.404248432400102
6728,D,4466,8.404248432400102
6729,H,4467,8.404472321352118
6730,E,4467,8.404472321352118
6731,H,4468,8.404696160189092
6732,D,4468,8.404696160189092
6733,D,4468,8.404696160189092
6734,F,4468,8.404696160189092
6735,F,4468,8.404696160189092
6736,H,4469,8.404919948933452
6737,D,4469,8.404919948933452
6738,H,4469,8.404919948933452
6739,H,4469,8.404919948933452
6740,H,4469,8.404919948933452
6741,H,4469,8.404919948933452
6742,H,4469,8.404919948933452
6743,D,4469,8.404919948933452
6744,H,4469,8.404919948933452
6745,H,4469,8.404919948933452
6746,H,4469,8.404919948933452
6747,D,4470,8.405143687607614
6748,D,4471,8.405367376233981
6749,F,4472,8.405591014834934
6750,E,4472,8.405591014834934
6751,E,4472,8.405591014834934
6752,D,4472,8.405591014834934
6753,F,4474,8.406038142050075
6754,E,4474,8.406038142050075
6755,F,4474,8.406038142050075
6756,F,4475,8.406261630708956
6757,H,4475,8.406261630708956
6758,I,4475,8.406261630708956
6759,H,4475,8.406261630708956
6760,D,4476,8.406485069431817
6761,I,4476,8.406485069431817
6762,I,4476,8.406485069431817
6763,H,4476,8.406485069431817
6764,H,4476,8.406485069431817
6765,H,4476,8.406485069431817
6766,H,4476,8.406485069431817
6767,F,4476,8.406485069431817
6768,F,4476,8.406485069431817
6769,I,4476,8.406485069431817
6770,H,4477,8.406708458240965
6771,H,4477,8.406708458240965
6772,E,4478,8.4069317971587
6773,I,4478,8.4069317971587
6774,D,4478,8.4069317971587
6775,E,4478,8.4069317971587
6776,E,4478,8.4069317971587
6777,E,4478,8.4069317971587
6778,E,4478,8.4069317971587
6779,E,4478,8.4069317971587
6780,I,4478,8.4069317971587
6781,E,4478,8.4069317971587
6782,E,4478,8.4069317971587
6783,E,4478,8.4069317971587
6784,E,4478,8.4069317971587
6785,E,4478,8.4069317971587
6786,F,4479,8.4071550862073
6787,E,4479,8.4071550862073
6788,E,4479,8.4071550862073
6789,H,4479,8.4071550862073
6790,F,4480,8.40737832540903
6791,E,4480,8.40737832540903
6792,F,4480,8.40737832540903
6793,E,4480,8.40737832540903
6794,E,4480,8.40737832540903
6795,E,4480,8.40737832540903
6796,E,4480,8.40737832540903
6797,E,4480,8.40737832540903
6798,E,4480,8.40737832540903
6799,E,4480,8.40737832540903
6800,E,4480,8.40737832540903
6801,F,4480,8.40737832540903
6802,H,4481,8.407601514786142
6803,I,4481,8.407601514786142
6804,F,4481,8.407601514786142
6805,E,4482,8.407824654360873
6806,D,4482,8.407824654360873
6807,E,4482,8.407824654360873
6808,E,4482,8.407824654360873
6809,E,4482,8.407824654360873
6810,H,4483,8.40804774415544
6811,D,4483,8.40804774415544
6812,H,4484,8.40827078419205
6813,I,4484,8.40827078419205
6814,E,4484,8.40827078419205
6815,F,4484,8.40827078419205
6816,I,4484,8.40827078419205
6817,H,4484,8.40827078419205
6818,H,4484,8.40827078419205
6819,H,4485,8.408493774492896
6820,E,4486,8.408716715080153
6821,F,4486,8.408716715080153
6822,H,4487,8.408939605975984
6823,F,4488,8.409162447202533
6824,F,4488,8.409162447202533
6825,I,4488,8.409162447202533
6826,I,4488,8.409162447202533
6827,H,4488,8.409162447202533
6828,F,4488,8.409162447202533
6829,F,4488,8.409162447202533
6830,H,4489,8.409385238781931
6831,E,4490,8.4096079807363
6832,F,4491,8.409830673087738
6833,I,4491,8.409830673087738
6834,H,4491,8.409830673087738
6835,I,4492,8.410053315858335
6836,H,4492,8.410053315858335
6837,H,4492,8.410053315858335
6838,E,4493,8.41027590907016
6839,F,4493,8.41027590907016
6840,F,4493,8.41027590907016
6841,I,4494,8.410498452745275
6842,H,4494,8.410498452745275
6843,H,4494,8.410498452745275
6844,H,4494,8.410498452745275
6845,E,4495,8.410720946905721
6846,E,4496,8.410943391573527
6847,H,4496,8.410943391573527
6848,E,4496,8.410943391573527
6849,E,4496,8.410943391573527
6850,H,4496,8.410943391573527
6851,I,4496,8.410943391573527
6852,H,4496,8.410943391573527
6853,D,4497,8.411165786770708
6854,F,4497,8.411165786770708
6855,F,4497,8.411165786770708
6856,H,4497,8.411165786770708
6857,I,4497,8.411165786770708
6858,F,4497,8.411165786770708
6859,F,4497,8.411165786770708
6860,F,4497,8.411165786770708
6861,F,4497,8.411165786770708
6862,F,4497,8.411165786770708
6863,F,4497,8.411165786770708
6864,F,4497,8.411165786770708
6865,F,4497,8.411165786770708
6866,F,4497,8.411165786770708
6867,F,4497,8.411165786770708
6868,F,4497,8.411165786770708
6869,F,4497,8.411165786770708
6870,H,4498,8.411388132519262
6871,H,4498,8.411388132519262
6872,F,4498,8.411388132519262
6873,I,4498,8.411388132519262
6874,I,4498,8.411388132519262
6875,I,4498,8.411388132519262
6876,I,4499,8.411610428841172
6877,F,4500,8.411832675758411
6878,E,4500,8.411832675758411
6879,F,4502,8.412277021466677
6880,F,4502,8.412277021466677
6881,E,4502,8.412277021466677
6882,H,4502,8.412277021466677
6883,F,4503,8.412499120301572
6884,F,4503,8.412499120301572
6885,F,4503,8.412499120301572
6886,F,4503,8.412499120301572
6887,F,4504,8.412721169819527
6888,F,4504,8.412721169819527
6889,F,4504,8.412721169819527
6890,F,4504,8.412721169819527
6891,F,4504,8.412721169819527
6892,H,4504,8.412721169819527
6893,F,4504,8.412721169819527
6894,E,4504,8.412721169819527
6895,D,4505,8.412943170042439
6896,E,4506,8.41316512099219
6897,I,4507,8.413387022690648
6898,F,4507,8.413387022690648
6899,H,4508,8.413608875159667
6900,F,4508,8.413608875159667
6901,F,4508,8.413608875159667
6902,H,4508,8.413608875159667
6903,I,4509,8.413830678421084
6904,H,4509,8.413830678421084
6905,H,4510,8.414052432496725
6906,I,4511,8.414274137408396
6907,I,4511,8.414274137408396
6908,E,4511,8.414274137408396
6909,E,4512,8.414495793177895
6910,E,4512,8.414495793177895
6911,E,4512,8.414495793177895
6912,H,4513,8.414717399827001
6913,D,4513,8.414717399827001
6914,D,4513,8.414717399827001
6915,H,4513,8.414717399827001
6916,E,4513,8.414717399827001
6917,H,4513,8.414717399827001
6918,H,4513,8.414717399827001
6919,H,4513,8.414717399827001
6920,H,4513,8.414717399827001
6921,H,4513,8.414717399827001
6922,H,4513,8.414717399827001
6923,H,4514,8.414938957377482
6924,I,4514,8.414938957377482
6925,D,4514,8.414938957377482
6926,H,4514,8.414938957377482
6927,H,4514,8.414938957377482
6928,H,4514,8.414938957377482
6929,H,4514,8.414938957377482
6930,H,4515,8.415160465851086
6931,H,4515,8.415160465851086
6932,I,4516,8.415381925269553
6933,H,4516,8.415381925269553
6934,H,4516,8.415381925269553
6935,I,4516,8.415381925269553
6936,D,586,6.373319789577012
6937,I,587,6.375024819828097
6938,H,587,6.375024819828097
6939,H,587,6.375024819828097
6940,H,587,6.375024819828097
6941,H,587,6.375024819828097
6942,H,587,6.375024819828097
6943,I,587,6.375024819828097
6944,F,587,6.375024819828097
6945,I,587,6.375024819828097
6946,E,587,6.375024819828097
6947,F,587,6.375024819828097
6948,H,588,6.376726947898627
6949,F,588,6.376726947898627
6950,E,588,6.376726947898627
6951,E,588,6.376726947898627
6952,E,588,6.376726947898627
6953,I,589,6.3784261836515865
6954,I,589,6.3784261836515865
6955,I,589,6.3784261836515865
6956,I,589,6.3784261836515865
6957,I,589,6.3784261836515865
6958,I,589,6.3784261836515865
6959,I,589,6.3784261836515865
6960,I,589,6.3784261836515865
6961,I,589,6.3784261836515865
6962,D,589,6.3784261836515865
6963,I,4516,8.415381925269553
6964,E,4516,8.415381925269553
6965,H,4516,8.415381925269553
6966,E,4516,8.415381925269553
6967,H,4517,8.415603335654604
6968,H,4518,8.415824697027949
6969,I,4518,8.415824697027949
6970,I,4519,8.41604600941128
6971,H,4520,8.416267272826277
6972,H,4520,8.416267272826277
6973,D,4520,8.416267272826277
6974,H,4520,8.416267272826277
6975,D,4520,8.416267272826277
6976,D,4521,8.416488487294606
6977,I,4521,8.416488487294606
6978,H,4521,8.416488487294606
6979,D,4521,8.416488487294606
6980,E,4522,8.416709652837914
6981,E,4522,8.416709652837914
6982,H,4523,8.416930769477844
6983,D,4523,8.416930769477844
6984,D,4523,8.416930769477844
6985,H,4523,8.416930769477844
6986,F,4523,8.416930769477844
6987,D,4523,8.416930769477844
6988,E,4523,8.416930769477844
6989,E,4524,8.41715183723601
6990,I,4525,8.417372856134026
6991,E,4525,8.417372856134026
6992,I,4525,8.417372856134026
6993,D,4527,8.417814747435958
6994,D,4528,8.41803561988302
6995,I,4529,8.418256443556213
6996,H,4529,8.418256443556213
6997,F,4530,8.41847721847708
6998,E,4530,8.41847721847708
6999,I,4530,8.41847721847708
7000,F,4531,8.418697944667139
7001,E,4531,8.418697944667139
7002,I,4532,8.418918622147897
7003,E,4532,8.418918622147897
7004,E,4532,8.418918622147897
7005,F,4533,8.41913925094085
7006,I,4533,8.41913925094085
7007,F,4534,8.419359831067474
7008,H,4535,8.419580362549237
7009,H,4535,8.419580362549237
7010,E,4535,8.419580362549237
7011,F,4536,8.419800845407588
7012,I,4536,8.419800845407588
7013,F,4536,8.419800845407588
7014,H,4536,8.419800845407588
7015,H,4536,8.419800845407588
7016,H,4536,8.419800845407588
7017,H,4536,8.419800845407588
7018,I,4537,8.420021279663963
7019,H,4537,8.420021279663963
7020,H,4537,8.420021279663963
7021,H,4537,8.420021279663963
7022,H,4537,8.420021279663963
7023,H,4537,8.420021279663963
7024,E,4537,8.420021279663963
7025,H,4538,8.420241665339788
7026,I,4538,8.420241665339788
7027,D,4538,8.420241665339788
7028,D,4538,8.420241665339788
7029,H,4538,8.420241665339788
7030,H,4538,8.420241665339788
7031,D,4538,8.420241665339788
7032,E,4539,8.420462002456466
7033,E,4539,8.420462002456466
7034,H,4540,8.420682291035394
7035,E,4540,8.420682291035394
7036,E,4540,8.420682291035394
7037,D,4541,8.420902531097951
7038,D,4541,8.420902531097951
7039,F,4541,8.420902531097951
7040,F,4541,8.420902531097951
7041,F,4541,8.420902531097951
7042,F,4541,8.420902531097951
7043,D,4543,8.421342865759403
7044,D,4543,8.421342865759403
7045,D,4543,8.421342865759403
7046,D,4543,8.421342865759403
7047,D,4543,8.421342865759403
7048,D,4543,8.421342865759403
7049,I,4543,8.421342865759403
7050,D,4543,8.421342865759403
7051,H,4543,8.421342865759403
7052,D,4545,8.421783006611578
7053,F,4545,8.421783006611578
7054,E,4546,8.422003004412488
7055,F,4547,8.42222295382501
7056,F,4547,8.42222295382501
7057,D,4547,8.42222295382501
7058,H,4547,8.42222295382501
7059,E,4547,8.42222295382501
7060,H,4548,8.422442854870427
7061,H,4548,8.422442854870427
7062,H,4548,8.422442854870427
7063,F,4549,8.422662707570003
7064,F,4549,8.422662707570003
7065,E,4550,8.422882511944996
7066,I,4550,8.422882511944996
7067,I,4551,8.423102268016642
7068,F,4552,8.423321975806166
7069,H,4552,8.423321975806166
7070,H,4552,8.423321975806166
7071,I,4553,8.423541635334782
7072,F,4554,8.423761246623686
7073,I,4555,8.423980809694058
7074,D,4556,8.424200324567073
7075,H,4556,8.424200324567073
7076,H,4556,8.424200324567073
7077,H,4557,8.424419791263883
7078,F,4557,8.424419791263883
7079,H,4558,8.42463920980563
7080,I,4558,8.42463920980563
7081,H,4558,8.42463920980563
7082,H,4558,8.42463920980563
7083,H,4558,8.42463920980563
7084,H,4558,8.42463920980563
7085,H,4558,8.42463920980563
7086,H,4558,8.42463920980563
7087,D,4558,8.42463920980563
7088,H,4558,8.42463920980563
7089,H,4559,8.424858580213442
7090,H,4559,8.424858580213442
7091,H,4559,8.424858580213442
7092,H,4559,8.424858580213442
7093,H,4559,8.424858580213442
7094,H,4559,8.424858580213442
7095,H,4559,8.424858580213442
7096,H,4559,8.424858580213442
7097,H,4559,8.424858580213442
7098,F,4559,8.424858580213442
7099,H,4559,8.424858580213442
7100,H,4559,8.424858580213442
7101,F,4560,8.425077902508432
7102,F,4560,8.425077902508432
7103,E,4560,8.425077902508432
7104,D,4560,8.425077902508432
7105,D,4560,8.425077902508432
7106,I,4560,8.425077902508432
7107,F,4561,8.4252971767117
7108,H,4561,8.4252971767117
7109,D,4561,8.4252971767117
7110,D,4561,8.4252971767117
7111,E,4561,8.4252971767117
7112,F,4561,8.4252971767117
7113,E,4562,8.425516402844334
7114,E,4562,8.425516402844334
7115,E,4562,8.425516402844334
7116,E,4562,8.425516402844334
7117,E,4562,8.425516402844334
7118,I,4562,8.425516402844334
7119,E,4563,8.425735580927402
7120,H,4563,8.425735580927402
7121,E,4563,8.425735580927402
7122,E,4564,8.425954710981966
7123,H,4564,8.425954710981966
7124,D,4564,8.425954710981966
7125,D,4564,8.425954710981966
7126,H,4564,8.425954710981966
7127,H,4564,8.425954710981966
7128,E,4566,8.42639282708974
7129,E,4566,8.42639282708974
7130,E,4566,8.42639282708974
7131,H,4566,8.42639282708974
7132,E,4566,8.42639282708974
7133,H,4568,8.426830751335846
7134,F,4568,8.426830751335846
7135,H,4568,8.426830751335846
7136,H,4569,8.427049641563272
7137,F,4570,8.42726848388825
7138,E,4570,8.42726848388825
